stone_id,dr_number,wikidata_id,runor_id,name,period,scope,survival_status,record_status,record_note
DR398,DR 398,Q21505005,420bb509-66c8-44ba-adaf-ea972bde7bcb,Østerlarsker 2,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DREM85312,DR EM85;312,Q2176365,855e2d4c-70bf-4870-8db1-df0b4b95b81b,Svenstrup-stenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR250,DR 250,Q2176377,5fd90818-54ed-4171-bfa4-25988b29219e,Kallerupstenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR217,DR 217,Q2176380,b59ae32b-827f-400f-aa24-ae7d3eb19700,Sædingestenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR212,DR 212,Q2176383,bbd1effa-0f2f-4678-b408-a7969f6a2380,Tillitse-stenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR161,DR 161,Q2176389,a4b6b79a-20e6-4077-95b2-7f0ec650ec60,Hune-stenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR55,DR 55,Q2176394,bac2d2b2-29b3-41bb-9da3-a55aa2951e06,Sønder Vissing-stenen 1,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR149,DR 149,Q23199356,3527b52c-20c6-4637-8e69-07234c6b24e1,Ydbystenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR66,DR 66,Q2467776,ad2a58b5-ff6f-44bc-bd72-75e090e0b7d9,Maskestenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR405,DR 405,Q27042845,9c89df86-956a-48c6-a527-effcb1d3f6a1,Ærkebiskoppens  sten 7,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR390,DR 390,Q30152214,41ca880c-8043-4cdf-a7c1-9477f45aa0a2,Gyldenåsstenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR121,DR 121,Q4804238,a96a7568-0b89-4239-aeba-03e5101b43f9,Asferg-stenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR187,DR 187,Q4992047,133452e6-a206-4e22-8f38-97ccd5dd01e7,Sørupstenen,middelalder,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR48,DR 48,Q5219784,4bc0323d-0e83-4a4c-b1d4-d7a007de682b,Hanningstenen,middelalder,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR35,DR 35,Q5367788,3194247e-072c-4c1f-8554-a830f79ac978,Eltangstenen,middelalder,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR143,DR 143,Q5618628,53174ebf-338e-47df-b738-e6d4cc49bed8,Gunderup-stenen 1,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR370,DR 370,Q65202278,ee9345b6-0ff6-437a-a990-bef7f72e1326,Q65202278,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR117,DR 117,Q6810496,dd60a939-8e31-4d83-b4d7-221737828117,Mejlbystenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR114,DR 114,Q7334511,c4d246dc-a9d7-4ef9-9005-9bbac817116d,Rimsø-stenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR107,DR 107,Q735597,2618c4b5-df23-4ca8-a33b-cd871b818863,Egåstenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR220,DR 220,Q7666483,9a224225-e3c3-4426-8b0e-e7288fac0d3f,Sønder Kirkeby-stenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR15,DR 15,Q871905,b748641e-06fb-483f-a799-fb99fa3fe160,Hærulfstenen,vikingetid,present_day_denmark,extant,imported,"Maskinelt importeret fra Wikidata. Posten er med, fordi P31 er Q24566025 og P17 er Danmark; den er ikke individuelt fagligt efterprøvet endnu. Matchet med Samnordisk runtextdatabas via DR-nummer."
DR14,DR 14,,74a0ec0a-efa2-4e14-a434-eef5cca00c78,Bjolderup-stenen,middelalder,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR32,DR 32,,1b44d616-e655-4b44-89d7-1a015a4675e5,"Brøndum, prästgården-stenen",middelalder,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR44,DR 44,,a2c9aceb-8c8e-46de-9be5-50691afdd38e,Grindsted-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR46,DR 46,,b1b1efef-43c4-43b3-8ce0-5d80b654c20b,Oddum (Ådum)-stenen,middelalder,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR58,DR 58,,45853533-2622-4b1c-b128-dd61288e1e79,Hørning-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR63,DR 63,,40cdc855-5f36-4066-8498-1d1f38b2a068,Århus 1-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR65,DR 65,,f91b1b5c-a84a-4ff6-baef-bb721062ece4,Århus 3-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR67,DR 67,,71ed6f6e-a578-446a-995b-f87e2edafd42,Århus 5-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR68,DR 68,,38588490-8aa5-49ff-9982-9ce290087e2e,Århus 6-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR69,DR 69,,f19367d2-1665-4ed0-810e-9833f61a85ee,Vejlby-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR78,DR 78,,fc7ba934-d6a7-4626-93bc-81ea7ffb602a,Hjermind 2-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR79,DR 79,,1d8f9d0b-ac9f-41f9-89e5-94a30e2c10c7,Le-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR80,DR 80,,214a238d-3339-4465-8742-3e183206f9b2,Skern 1-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR81,DR 81,,19b0d907-f69b-4999-b689-6cce042fc566,Skern 2-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR84,DR 84,,eff55327-47fa-40cb-90ad-6c7630843785,Langå 1-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR85,DR 85,,dea278d2-e2ba-450c-ab3c-749e36c54bd1,Langå 2-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR87,DR 87,,6189c067-017a-4114-8689-b86bb244183a,Langå 4-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR88,DR 88,,a16865e7-323b-4ce4-8b00-95afb8e168e0,Langå 5-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR89,DR 89,,130e7e27-c96b-48f4-9899-1d651b6c3bea,Langå 6-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR90,DR 90,,5bf80076-9eb4-4f10-aa1d-63e298c0eda9,Torup-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR94,DR 94,,edb40219-1986-4d95-af6b-03af80aa240f,Ålum 1-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR95,DR 95,,8a9892c7-b9b6-494a-8a5b-198a56e5f643,Ålum 2-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR96,DR 96,,9595b950-3889-4f9d-a5c8-d75c0505bf6f,Ålum 3-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR97,DR 97,,24b28003-cb92-4416-8ef8-952718ff9bad,Ålum 4-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR105,DR 105,,f8cb762f-a021-4b2b-8cdd-9299633ab818,Laurbjerg-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR106,DR 106,,cecb2eac-93d2-4441-a317-af1c2f4c469e,Ørum-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR108,DR 108,,236a0fe8-77cd-47c2-8142-4d598f3764ee,Kolind-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR112,DR 112,,485f235f-c89e-4197-a172-0b73ca0715d9,Gesing 2-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR113,DR 113,,0f7aacc3-a176-44f9-bb80-89a8be3f3816,Vejlby-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR115,DR 115,,0c39f868-1dbe-412d-9dbf-3ac8cde7484c,Randers 1-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR116,DR 116,,015fa351-f1e1-44b0-8bad-817640c1f934,Randers 2-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR126,DR 126,,b3cc6203-5851-411b-a077-fb2b62f6dd44,Hobro 1-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR129,DR 129,,2a128d22-9095-4e85-a20e-94233752717e,Durup-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR146,DR 146,,83b66234-2a61-4b8f-bdd7-d726a9f8d2ac,Ferslev 2-stenen,middelalder,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR147,DR 147,,98dda75a-66c5-455c-bd09-b775408d1624,Gudum-stenen,middelalder,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR154,DR 154,,c3bbe4f6-87af-4853-9118-c1d3e5a1966c,Torup (Tvorup)-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR163,DR 163,,92e5af57-e1c0-4ca7-a918-a065b5e27403,Øster Brønderslev-stenen,middelalder,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR164,DR 164,,90e25bcf-d130-49f4-bdec-97b044558b63,Vrejlev-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR188,DR 188,,47ebd61a-a885-4f00-943f-adfe78da8496,Ørbæk-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR210,DR 210,,6207b2aa-88af-41fe-b668-b8feaeb1f6ac,Ålbæk-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR213,DR 213,,3e0fb440-8eba-4384-ac97-87170982ba8c,Skovlænge-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR225,DR 225,,cc18e18e-5517-4174-8fbd-e39bc87d7b5c,Bårse-stenen,middelalder,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR226,DR 226,,88aa961c-6156-4de5-b12d-fd91880b666a,Glumsø-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR227,DR 227,,f87d80e3-1d9d-43e9-969d-a917115ad911,Sandby 1-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR233,DR 233,,24abcf6c-0181-48cf-b8b9-715eeb2aa9ad,Eggeslevmagle-stenen,middelalder,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR236,DR 236,,968bfca3-dfd8-4079-80e3-1605fe981265,Tårnborg 2-stenen,middelalder,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR249,DR 249,,158e9dcb-0119-4165-88e2-4b13dadffe05,Tune-stenen,vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR254,DR 254,,62a66106-a107-4732-bab5-c0aceed7c399,Herlev-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR256,DR 256,,5838228f-adbf-4cc1-9ca2-b89e1be83201,Søborg 1-stenen,middelalder,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR369,DR 369,,ba1c3bce-888b-4360-9646-4eff41cc3817,"Poulsker, Tjørneby-stenen",vikingetid,present_day_denmark,lost,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR371,DR 371,,86d791f4-c394-4ee4-a5f1-22b7374f05cd,Åker 2-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR372,DR 372,,be002dbc-d280-4e0e-a8c6-08d33e558c19,Åker 3-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR374,DR 374,,d14f49b9-2f31-4870-b8c3-9d3ec82f9445,Bodilsker 1-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR376,DR 376,,5e417b79-ee5d-4d59-9142-5fd78c8ba659,Bodilsker 3-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR377,DR 377,,6e99d1b0-e62e-4e58-bf4c-6150537dece6,Bodilsker 4-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR378,DR 378,,99f8993a-4153-490c-9849-d5be635995bb,Bodilsker 5-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR379,DR 379,,4ea061f7-2655-4855-9bd3-75653556fc31,Ny Larsker 1-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR380,DR 380,,991a4e09-6180-4286-b39e-cb362d32c88c,Ny Larsker 2-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR381,DR 381,,11557531-ab7e-4358-9a25-20d32df6c8ba,Ny Larsker 3-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR382,DR 382,,c2b3d24d-2122-4861-84b7-55cc17d397c6,Rønne-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR383,DR 383,,57947242-d812-4e24-8df2-1348af69bb96,Vester Marie 1-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR384,DR 384,,13c010c1-0a20-47eb-8ae0-10de4be5c799,Vester Marie 2-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR385,DR 385,,89b9be40-7873-470b-b865-3ed1b12ea71d,Vester Marie 3-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR386,DR 386,,aa27ffed-36e4-40d0-a228-b4e9091dd204,Vester Marie 4-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR387,DR 387,,4906dea8-9725-45f3-a33e-156ded2ed878,Vester Marie 5-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR388,DR 388,,f620d250-89ba-4291-9f91-d2349e38207d,Vester Marie 6-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR389,DR 389,,d1fa952f-61e2-4e46-8360-9fb36fb8966e,Nyker-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR391,DR 391,,eed4ee31-eb7c-4d82-b120-1a200a2f60b7,Øster Marie 2-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR392,DR 392,,2e067401-b1eb-4a42-8f33-0d77ccaf8ce3,Øster Marie 3-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR393,DR 393,,d7dcd08f-8d11-49bc-84d1-57f4602b018b,Øster Marie 4-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR394,DR 394,,b1c8ceac-58bf-4323-a1c1-88c4a52fa86f,Øster Marie 5-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR395,DR 395,,5b55adac-2e2e-4b08-bf4c-8043f89e6d2f,Øster Marie 6-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR397,DR 397,,47292aaa-5962-466d-9ff5-1912850a5213,Øster Larsker 1-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR400,DR 400,,020ff6a3-74df-4c4b-acab-c191a64c2a2e,Klemensker 2-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR402,DR 402,,5653ab46-ba76-4002-9682-66eb6f425f31,Klemensker 4-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR403,DR 403,,d8dfc3af-05d6-4f07-b717-4823f539a0f0,Klemensker 5-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR404,DR 404,,7f4a455f-b262-4d7d-a070-2feefae0d74d,Klemensker 6-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR406,DR 406,,194f8a85-44fd-4244-a005-7fe30f9f7948,Klemensker 8-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR407,DR 407,,1ebbac2c-6ef1-402e-b68e-527c59c6837e,Klemensker 9-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR408,DR 408,,bc56bfbf-7911-4377-8eb5-4c7c426da481,Rutsker-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DR409,DR 409,,47585f9f-5398-4448-9919-a8a7af26120b,Rø-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DRDKBH69,DR DKBh69,,5e5159f3-3466-4e73-bb13-9d025db4b57e,Knudsker (S:t Knuds Kirke)-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DRDKFYN51,DR DKFyn51,,9af8cc9e-3882-4167-a8a2-72d8e2882f28,Faaborg-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DRDKMJY101,DR DKMJy101,,eabe6b8b-e193-48bd-91b3-a7d79be9396c,Århus-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DRDKMJY102,DR DKMJy102,,a3c4a3be-96c6-41ba-906f-aa18563e8409,Mygind-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DRDKSJY77,DR DKSJy77,,2a7f7c57-309b-4697-91be-60b1d4ad9ef8,Ribe (Lindegården)-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
DREM85343,DR EM85;343,,75d0305f-e528-4cdd-90d5-e56dd4a2e250,Øster Larsker-stenen,vikingetid,present_day_denmark,extant,imported,"Importeret fra Samnordisk runtextdatabas, udgave 2020; genstandstype runsten og proveniensland Danmark."
